wiki-ref,old_content,old_time,new_content,new_time 
1224500489,"|align=""center""| 2009 || ''Off the Cuff'' || Kate Clark ||",2024-05-18T19:54:14Z,"|align=""center""| 2009",2024-05-18T19:59:28Z
1224501085,|-,2024-05-18T19:59:21Z,|-Django || Fart || [[Django Reinhardt]],2024-05-18T20:02:40Z
1224376206,"'''Alexander Giannascoli''' (born February 3, 1993), better known by his stage names '''Alex G''' or, formerly, '''(Sandy) Alex G''',<ref>{{cite web |url=https://www.stereogum.com/2087978/sandy-alex-g-name-change/news/|title=Alex G Officially Drops the (Sandy)|date=June 15, 2020}}</ref> is an American musician, producer, and singer-songwriter. He started his career with [[DIY music|DIY]] self-releases on [[Bandcamp]] and began building up an audience with his label debut, ''[[DSU (album)|DSU]]'' (2014), released on [[Orchid Tapes]] to critical acclaim from various publications. He later signed with Lucky Number, who reissued his earlier releases, ''Rules'' and ''Trick'' (2012). In 2015, he signed with [[Domino Recording Company]] and released his sixth studio album, ''[[Beach Music (album)|Beach Music]]''. He followed it in 2017 with ''[[Rocket (Alex G album)|Rocket]]'', which received further acclaim and recognition. Giannascoli's eighth studio album, ''[[House of Sugar]]'', was released in 2019, and his ninth, ''[[God Save the Animals]]'', in 2022. He signed with [[RCA]] in early 2024.",2024-05-17T23:21:39Z,"'''Alexander Giannascoli''' (born February 3, 1993), better known by his stage names '''Alex G''' or, formerly, '''(Sandy)''',<ref>{{cite web |url=https://www.stereogum.com/2087978/sandy-alex-g-name-change/news/|title=Alex G Officially Drops the (Sandy)|date=June 15, 2020}}</ref> is an American musician, producer, and singer-songwriter. He started his career with [[DIY music|DIY]] self-releases on [[Bandcamp]] and began building up an audience with his label debut, ''[[DSU (album)|DSU]]'' (2014), released on [[Orchid Tapes]] to critical acclaim from various publications. He later signed with Lucky Number, who reissued his earlier releases, ''Rules'' and ''Trick'' (2012). In 2015, he signed with [[Domino Recording Company]] and released his sixth studio album, ''[[Beach Music (album)|Beach Music]]''. He followed it in 2017 with ''[[Rocket (Alex G album)|Rocket]]'', which received further acclaim and recognition. Giannascoli's eighth studio album, ''[[House of Sugar]]'', was released in 2019, and his ninth, ''[[God Save the Animals]]'', in 2022. He signed with [[RCA]] in early 2024, During the same year Alex G made and published the Soundtrack for [https://m.imdb.com/title/tt15574270/ I saw the TV Glow]",2024-05-18T01:15:54Z
1221772401,"The surname was used for the central [[Ewing family]] in the American [[primetime]] [[soap opera]]s ''[[Dallas (1978 TV series)|Dallas]]'', as well as its [[Dallas (2012 TV series)|2012 revival]] and its spin-off ''[[Knots Landing]]''. Listed below are characters who used that surname from all three series'.",2024-04-10T22:46:47Z,"The surname was used for the central [[Ewing family]] in the American [[primetime]] [[soap opera]]s ''[[Dallas (1978 TV series)|Dallas]]'', as well as its [[Dallas (2012 TV series)|2012 revival]] and its spin-off ''[[Knots Landing]]''. Listed below are characters who used that surname from all three series.",2024-05-01T22:20:15Z
1224199007,"Muth was named after Aaron Muth, a long time friend and enthusiastic supporter of trainer [[Bob Baffert]] and his stable. When it came to naming the horse after owner Amr Zedan purchased him, Baffert asked if the horse could be named after his longtime support and Zedan agreed.<ref name=BH_APharoah/>",2024-05-15T23:36:07Z,"Muth was named after Aaron Muth, a long time friend and enthusiastic supporter of trainer [[Bob Baffert]] and his stable. When it came to naming the horse after owner Amr Zedan purchased him, Baffert asked if the horse could be named after his longtime supporter and Zedan agreed.<ref name=BH_APharoah/>",2024-05-16T21:10:16Z
1224501358,"| 2005.12.17 || Draw ||align=left|{{flagicon|NED}} [[Eric Zowa]] || 2 Hot 2 Handle || {[Maastricht, Netherlands]] || Decision || 3 || 3:00",2024-05-18T20:04:03Z,"| 2005.12.17 || Draw ||align=left|{{flagicon|NED}} [[Eric Zowa]] || 2 Hot 2 Handle || [[Maastricht, Netherlands]] || Decision || 3 || 3:00",2024-05-18T20:04:15Z
1215174490,[[Category:Baseball players from Pennsylvania]],2019-10-06T13:43:54Z,[[Category:Baseball players from Pittsburgh]],2024-03-23T15:49:31Z
1214310526,"'''International Day To Combat [[Islamophobia]]''' is an [[international observance]] designated by [[United Nations]] in 2022,<ref>{{cite news |title=General Assembly Unanimously Adopts Texts on Combating Islamophobia, Protecting Rangelands, Tackling Difficulties for Widows, Bicycles as Public Transportation |url=https://www.un.org/press/en/2022/ga12408.doc.htm |access-date=20 April 2022 |website=[[United Nations]]}}</ref><ref>{{Cite news |title=UN Designated March 15 as International Day To Combat Islamophobia |url=https://www.dawn.com/news/1680128 |work=[[Dawn (newspaper)|Dawn]]}}</ref> taking place on '''15 March''' every year in 140 countries worldwide. The date, March 15, was chosen as it is the anniversary of the [[Christchurch mosque shootings]], in which 51 people were martyred during [[Friday prayer]].",2024-03-18T04:54:47Z,"'''International Day To Combat [[Islamophobia]]''' is an [[international observance]] designated by [[United Nations]] in 2022,<ref>{{cite news |title=General Assembly Unanimously Adopts Texts on Combating Islamophobia, Protecting Rangelands, Tackling Difficulties for Widows, Bicycles as Public Transportation |url=https://www.un.org/press/en/2022/ga12408.doc.htm |access-date=20 April 2022 |website=[[United Nations]]}}</ref><ref>{{Cite news |title=UN Designated March 15 as International Day To Combat Islamophobia |url=https://www.dawn.com/news/1680128 |work=[[Dawn (newspaper)|Dawn]]}}</ref> taking place on '''15 March''' every year in 140 countries worldwide. The date, March 15, was chosen as it is the anniversary of the [[Christchurch mosque shootings]], in which 51 people were killed during [[Friday prayer]].",2024-03-18T04:57:16Z
1193986798,"'''''Eggomania''''' is an action video game released in January 1983<ref>{{Cite web|url=http://www.ataricompendium.com/archives/newsletters/video_game_update/video_game_update_feb83.pdf|title=The Video Game Update Vol 1, #11}}</ref> by [[U.S. Games]] for the [[Atari 2600]]. Similar in design to ''[[Kaboom! (video game)|Kaboom!]]'', which itself is a derivative of the arcade game ''[[Avalanche (video game)|Avalanche]]'', the objective is to catch eggs in a hat which are thrown by a [[chicken]]. ",2024-01-04T17:32:20Z,"'''''Eggomania''''' is an action video game released in January 1983<ref>{{Cite magazine|url=http://www.ataricompendium.com/archives/newsletters/video_game_update/video_game_update_feb83.pdf|magazine=[[Computer Entertainer|The Video Game Update]]|volume=1|issue=11|title=Atari 2600 Compatible: ''Eggomania''|date=February 1983|page=3}}</ref> by [[U.S. Games]] for the [[Atari 2600]]. Similar in design to ''[[Kaboom! (video game)|Kaboom!]]'', which itself is a derivative of the arcade game ''[[Avalanche (video game)|Avalanche]]'', the objective is to catch eggs in a hat which are thrown by a [[chicken]]. ",2024-01-06T16:57:33Z
1224501129,|align=left|—,2024-05-18T17:49:33Z,|align=left|{{sortname|Michelle|Milward}} {{efn|name=fn1}},2024-05-18T20:03:01Z
1214886989,"*[[Kevin McKeown (politician)|Kevin McKeown]], Irish-American politician; former Mayor of Santa Monica, California <ref>http://www.mckeown.net/Bio_-_Santa_Monica_Councilmember_Kevin_McKeown.html</ref>",2023-12-24T20:53:51Z,"*[[Kevin McKeown (politician)|Kevin McKeown]], Irish-American politician; former Mayor of Santa Monica, California <ref>{{cite web | url=http://www.mckeown.net/Bio_-_Santa_Monica_Councilmember_Kevin_McKeown.html | title=Bio - Santa Monica Councilmember Kevin McKeown }}</ref>",2024-03-21T20:30:21Z
1223388404,| caps6 = 29,2024-05-10T07:16:46Z,| caps6 = 30,2024-05-11T20:27:06Z
1220470833,"* [[Law & Order: Special Victims Unit (season 7)|""Fat"" (Law & Order: Special Victims Unit)]], an episode in season 7 of ''Law & Order: Special Victims Unit''",2024-01-12T19:10:06Z,"* [[Law & Order: Special Victims Unit season 7|""Fat"" (Law & Order: Special Victims Unit)]], an episode in season 7 of ''Law & Order: Special Victims Unit''",2024-04-24T00:09:53Z
1217623137,"Stevens joined the cast of the Australian production of ''[[Jesus Christ Superstar]]'' in early 1992 in the role of [[Judas Iscariot|Judas]]. Noiseworks disbanded following a final show in Sydney in March 1992. Later that year, the ''[[Greatest Hits (Noiseworks album)|Greatest Hits]]'' compilation appeared, featuring a cover of The Beatles hit ""[[Let It Be (Beatles song)|Let It Be]]"" which was released as a single. It had been recorded live at their last performance. The compilation peaked at No.&nbsp;4 on the ARIA charts.<ref name=aus/>",2024-01-19T21:16:50Z,"Stevens joined the cast of the Australian production of ''[[Jesus Christ Superstar]]'' in early 1992 in the role of [[Judas Iscariot|Judas]]. Noiseworks disbanded following a final show in Sydney in March 1992. Later that year, the ''[[Greatest Hits (Noiseworks album)|Greatest Hits]]'' compilation appeared, featuring a cover of The Beatles hit ""[[Let It Be (song)|Let It Be]]"" which was released as a single. It had been recorded live at their last performance. The compilation peaked at No.&nbsp;4 on the ARIA charts.<ref name=aus/>",2024-04-06T22:46:50Z
1081001769,"The village has a Punjabi Medium, Co-educational primary school (Govt. Primary School Atta) and J.S.F.H. Khalsa Senior Sec. School is 1.5&nbsp;km away from the village.<ref>{{cite web | url=https://www.icbse.com/schools/gps-atta/03040800501 | title=Gps Atta School Jalandhar, Punjab | work=ICBSE | access-date=9 May 2016}}</ref>",2020-12-29T21:45:32Z,"The village has a Punjabi Medium, Co-educational primary school (Govt. Primary School Atta) and J.S.F.H. Khalsa Senior Sec. School is 1.5&nbsp;km away from the village.",2022-04-04T18:14:59Z
1224498734,"'''''The Titan's Curse''''' is an [[American literature|American]] [[fantasy literature|fantasy]]-[[adventure novel]] based on [[Greek mythology]] written by [[Rick Riordan]]. It was released on May 1, 2007, and is the third novel in the ''[[Percy Jackson & the Olympians]]'' series and the sequel to ''[[Percy Jackson and the Sea of Monsters|The Sea of Monsters]]''. It is about the adventures of the 14-year-old [[demigod]] [[Percy Jackson]] as he and his friends go on a dangerous quest to rescue his 14-year-old demigod friend [[List of Camp Half-Blood characters#Annabeth Chase|Annabeth Chase]] and the Greek goddess [[Artemis]], who have both been kidnapped by the titans.",2024-05-18T19:48:33Z,"'''''The Titanrs Curse''''' is an [[American literature|American]] [[fantasy literature|fantasy]]-[[adventure novel]] based on [[Greek mythology]] written by [[Rick Riordan]]. It was released on May 1, 2007, and is the third novel in the ''[[Percy Jackson & the Olympians]]'' series and the sequel to ''[[Percy Jackson and the Sea of Monsters|The Sea of Monsters]]''. It is about the adventures of the 14-year-old [[demigod]] [[Percy Jackson]] as he and his friends go on a dangerous quest to rescue his 14-year-old demigod friend [[List of Camp Half-Blood characters#Annabeth Chase|Annabeth Chase]] and the Greek goddess [[Artemis]], who have both been kidnapped by the titans.",2024-05-18T19:49:33Z
1177379927,"Colonel '''Robert Hugh Wallace''', [[Order of the Bath|CB]], [[Order of the British Empire|CBE]], [[Privy Council of Ireland|PC(Ire)]] (14 December 1860 &ndash; 23 December 1929) was a British soldier and a lawyer and politician in [[Northern Ireland]].",2023-05-25T12:27:46Z,{{Infobox person,2023-09-27T10:56:17Z
1224501165,"| birth_place        = [[Tione di Trento]], Italy",2024-05-18T20:01:39Z,"| birth_place        = [[Auscwicht di Trento]], Italy",2024-05-18T20:03:15Z
1223645885,"|goals2 = [[Bahia (footballer, born 1910)|Almeida]] {{goal|24}} <br /> Jarbas {{goal|46}} <br /> Carola {{goal|55}} <br /> [[Leônidas]] {{goal|87}}",2024-02-17T01:58:42Z,"|goals2 = [[Bahia (footballer, born 1910)|Almeida]] {{goal|24}} <br /> [[Jarbas Batista|Jarbas]] {{goal|46}} <br /> Carola {{goal|55}} <br /> [[Leônidas]] {{goal|87}}",2024-05-13T13:21:41Z
1200998012,"''Air-Sea Battle'' was promoted as one of the titles available with the launch of the Atari VCS.{{sfn|Montfort|Bogost|2009|p=72}}{{sfn|Bunch|2022|p=37}} According to ''Weekly Television Digest'' from October 17, 1977 the Atari VCS was shipped to all major market areas by August 1977.{{sfn|Weekly Television Digest|1977|p=10|ref=WTD}} Other than ''[[Combat (1977 video game)|Combat]]'' which was released with the Atari VCS, other promotional material from this period noted that these games had to be [[Mail order|mail-ordered]] to pickup in the weeks following the release of the system.{{sfn|Bunch|2022|p=37}} ''Air-Sea Battle'' was bunded into with the [[Sears]] release of the Atari VCS under its Telegames label. ''Air-Sea Battle'' was titled ''Target Fun'' in this release.{{sfn|Lapetino|2016|p=58}}{{sfn|Montfort|Bogost|2009|p=120-121}}{{sfn|Weiss|2007|p=122}} The game would remain available on the market for years, with Atari having it in circulation by at least 1988.{{sfn|Bunch|2022|p=38}}",2024-01-30T18:18:21Z,"''Air-Sea Battle'' was promoted as one of the titles available with the launch of the Atari VCS.{{sfn|Montfort|Bogost|2009|p=72}}{{sfn|Bunch|2022|p=37}} According to ''Weekly Television Digest'' from October 17, 1977 the Atari VCS was shipped to all major market areas by August 1977.{{sfn|Weekly Television Digest|1977|p=10|ref=WTD}} Other than ''[[Combat (1977 video game)|Combat]]'' which was released with the Atari VCS, other promotional material from this period noted that these games had to be [[Mail order|mail-ordered]] to pickup in the weeks following the release of the system.{{sfn|Bunch|2022|p=37}} ''Air-Sea Battle'' was bunded into with the [[Sears]] release of the Atari VCS under its Tele-Games label. ''Air-Sea Battle'' was titled ''Target Fun'' in this release.{{sfn|Lapetino|2016|p=58}}{{sfn|Montfort|Bogost|2009|p=120-121}}{{sfn|Weiss|2007|p=122}} The game would remain available on the market for years, with Atari having it in circulation by at least 1988.{{sfn|Bunch|2022|p=38}}",2024-01-30T18:20:35Z
1185727703,"This category is for athletics topics at [[Park University]]'s [[Gilbert, Arizona]] campus, known as the Buccaneers. Park University's [[Parkville, Missouri]] campus' team name is the Pirates and has [[:Category:Park Pirates|its own category]].",2023-11-15T23:58:26Z,{{Portal|Sports|Arizona}},2023-11-18T17:20:33Z
1222333725,{{Short description|British environmentalist}},2024-04-21T10:14:50Z,"{{Short description|British environmentalist}}'''John Foster''', [[Commander of the Order of the British Empire|CBE]] (13 August 1920 – 6 July 2020) was a British environmentalist. He was the first head of the [[Peak District National Park]], the United Kingdom's first national park. He was later the first head of the [[Countryside Commission for Scotland]].<ref>{{Cite ODNB|doi=|title=Foster, John|last=Ashbrook|first=Kate|id=|url=https://www.oxforddnb.com/display/10.1093/odnb/9780198614128.001.0001/odnb-9780198614128-e-90000381621}}</ref><ref>{{Cite news |last=Ashbrook |first=Kate |date=26 August 2020 |title=John Foster obituary |url=https://www.theguardian.com/environment/2020/aug/26/john-foster-obituary |access-date= |work=[[The Guardian]] |language=en-GB}}</ref>",2024-05-05T11:42:46Z
1196715127,"Ashe's son, Kevin is also a Regional Councillor and Deputy Mayor with the City of Pickering. During the [[40th Ontario general election]], Ashe was the [[Progressive Conservative Party of Ontario]] in [[Ajax—Pickering (federal electoral district)|Ajax—Pickering]] but ultimately lost.<ref>{{Cite web|url=https://www.pickering.ca/en/city-hall/kevinasheprofile.aspx|title = Kevin Ashe Profile|date = 6 May 2021}}</ref><ref>{{Cite web |title=Ashe wins PC nomination for Ajax-Pickering |url=https://www.durhamregion.com/news-story/3488830-ashe-wins-pc-nomination-for-ajax-pickering/ |archive-url=https://web.archive.org/web/20170425114901/https://www.durhamregion.com/news-story/3488830-ashe-wins-pc-nomination-for-ajax-pickering/ |archive-date=2017-04-25}}</ref>",2024-01-10T00:59:56Z,"Ashe's son, Kevin is also a Regional Councillor and Deputy Mayor with the City of Pickering. During the [[40th Ontario general election]], Ashe was the [[Progressive Conservative Party of Ontario]] in [[Ajax—Pickering (provincial electoral district)|Ajax—Pickering]] but ultimately lost.<ref>{{Cite web|url=https://www.pickering.ca/en/city-hall/kevinasheprofile.aspx|title = Kevin Ashe Profile|date = 6 May 2021}}</ref><ref>{{Cite web |title=Ashe wins PC nomination for Ajax-Pickering |url=https://www.durhamregion.com/news-story/3488830-ashe-wins-pc-nomination-for-ajax-pickering/ |archive-url=https://web.archive.org/web/20170425114901/https://www.durhamregion.com/news-story/3488830-ashe-wins-pc-nomination-for-ajax-pickering/ |archive-date=2017-04-25}}</ref>",2024-01-18T07:05:15Z
1224501220,| birth_date          = {{birth date|df=y|1928|02|14}},2024-05-06T17:03:34Z,| birth_date          = {{birth date|df=y|1928|02|22}},2024-05-18T20:03:34Z
1215500544,"*FIMI: Platinum<ref name=""FIMI""/>",2024-01-09T06:30:01Z,"*FIMI: 2× Platinum<ref name=""FIMI""/>",2024-03-25T14:36:23Z
1224351951,| Indonesian<ref>No dialogue</ref>,2024-05-17T18:30:55Z,| No spoken language,2024-05-17T21:31:06Z
1224501298,"| name = Twitter, Inc.",2024-05-18T15:01:42Z,| name = X,2024-05-18T20:03:56Z
1224498116,| country            = {{flagcountry|Konbaung dynasty}},2024-05-18T08:55:51Z,| country            = {{flagicon|Konbaung dynasty}} [[History of Myanmar|Kingdom of Burma]],2024-05-18T19:45:35Z
1224500105,Nearly 60% of the words used in this local Somalia's Pidgin are loanworded from the italian language; and the same happens with nearly 20% in the somali language. For example the words for the months of the year are:,2024-05-18T19:54:42Z,Nearly 60% of the words used in this local Somalia's Pidgin are loanworded from the italian language; and the same happens with nearly 20% in the somali language. For example the words for the months of the year are very similar to the italian<ref>the month of August is exactly the same: Agosto-Agoosto</ref>:,2024-05-18T19:57:26Z
1224478606,[[File:Canterbury-cathedral-wyrdlight.jpg|thumb|[[March]]: [[Canterbury Cathedral]] surrenders.]],2024-05-18T00:45:13Z,[[File:Canterbury-cathedral-wyrdlight.jpg|250px|thumb|[[March 30]]: [[Canterbury Cathedral]] surrenders to English governmental control.]],2024-05-18T17:29:52Z
1224421902," |ShortSummary = Sophie and Nate switch places as the team cons a tabloid newscaster with a fake story about a government cover-up, but when their target starts believing the story, major problems arise.",2024-02-02T01:56:08Z," |ShortSummary = Sophie and Nate switch places as the team cons a tabloid newscaster ([[Beth Broderick]]) with a fake story about a government cover-up, but when their target starts believing the story, major problems arise.",2024-05-18T09:22:35Z
1224501277,"SPL consists of several full-time fellows and graduate research assistants, and dozens of affiliated faculty members at Syracuse University. The Institute publishes analytical policy papers, journal articles, and books; it develops courses and other academic opportunities for graduates (like the [[Certificate of Advanced Study|certificate of advanced study]]); and it hosts conferences and seminars at Syracuse University and at its collaborating institutions.",2024-03-25T19:45:24Z,"SPL consists of several full-time fellows and graduate research assistants, and dozens of affiliated faculty members at Syracuse University. The Institute publishes analytical policy papers, journal articles, and books; it develops courses and other academic opportunities for graduates (like the [[Certificate of Advanced Study|certificate of advanced study]]); and it hosts conferences and seminars at Syracuse University and at its collaborating institutions.{{Citation needed|date=May 2024}}",2024-05-18T20:03:49Z
1180667067,{{Officeholder infobox,2023-09-14T10:00:26Z,{{Infobox officeholder,2023-10-18T01:49:02Z
1161132262,[[Category:Baseball players from California]],2023-06-18T03:04:04Z,"[[Category:Baseball players from Santa Clara County, California]]",2023-06-20T21:11:42Z
1224501321,":'''Nominator's rationale:''' As per the recent CfD on [[:Category:Climbing and mountaineering books]], the [[:Category:Works about mountaineering]] should be merged into [[:Category:Works about climbing]], which should then be renamed as [[:Category:Works about climbing and mountaineering]]. [[User:Aszx5000|Aszx5000]] ([[User talk:Aszx5000|talk]]) 19:54, 18 May 2024 (UTC)",2024-05-18T20:01:45Z,":'''Nominator's rationale:''' As per the recent [[Wikipedia:Categories for discussion/Log/2024 May 5#Category:Climbing books|CfD]] on [[:Category:Climbing and mountaineering books]], the [[:Category:Works about mountaineering]] should be merged into [[:Category:Works about climbing]], which should then be renamed as [[:Category:Works about climbing and mountaineering]]. [[User:Aszx5000|Aszx5000]] ([[User talk:Aszx5000|talk]]) 19:54, 18 May 2024 (UTC)",2024-05-18T20:04:03Z
1224500941,|recordinfo = h,2024-05-18T08:04:41Z,"|recordinfo = h, #",2024-05-18T20:01:56Z
1224499221,*{{fbaicon|GER}} ''[[1899 Hoffenheim]]'',2024-05-18T19:48:47Z,*{{fbaicon|GER}} ''[[TSG 1899 Hoffenheim|TSG Hoffenheim]]'',2024-05-18T19:52:31Z
1224116593,[[Category:Atari 8-bit family games]],2024-04-30T03:38:37Z,[[Category:Atari 8-bit computer games]],2024-05-16T10:29:52Z
1224308629,| successor           = [[Sarah Murphy]],2024-05-17T15:47:36Z,| successor           = [[Sarah Murphy (politician)|Sarah Murphy]],2024-05-17T15:48:16Z
1223996376,"An [[extended play]] containing the first four tracks of the album was released on September 29, 2023. ""[[The Medicine Will]]"", and ""Son of the Mountains"" were released alongside the EP, with Paisley stating that these two tracks act as reflections of each other and linked into the album's larger themes of exploring history and current challenges facing the region of [[Virginia]] that he is from. Paisley noted ""I’m really glad they both are coming out, because I think if you only put out “The Medicine” right now, that’d be the whole story. But I definitely think the two of them together help set the picture for the rest of this album"".<ref>{{Cite web |last=Willman |first=Chris |date=2023-09-29 |title=Brad Paisley on His Striking Twin Videos About Appalachian Life, the Celebratory ‘Son of the Mountains’ and Chilling ‘The Medicine Will’|url=https://variety.com/2023/music/news/brad-paisley-new-videos-son-of-mountains-medicine-will-interview-1235740034/ |access-date=February 6, 2024|website=[[Variety (magazine)|Variety]] |language=en-US}}</ref>",2024-03-26T01:52:21Z,"An [[extended play]] containing the first four tracks of the album was released on September 29, 2023. ""[[The Medicine Will]]"", and ""Son of the Mountains"" were released alongside the EP, with Paisley stating that these two tracks act as reflections of each other and linked into the album's larger themes of exploring history and current challenges facing the region of [[Virginia]] that he is from. Paisley noted ""I’m really glad they both are coming out, because I think if you only put out “The Medicine” right now, that’d be the whole story. But I definitely think the two of them together help set the picture for the rest of this album"".<ref>{{Cite web |last=Willman |first=Chris |date=2023-09-29 |title=Brad Paisley on His Striking Twin Videos About Appalachian Life, the Celebratory 'Son of the Mountains' and Chilling 'The Medicine Will'|url=https://variety.com/2023/music/news/brad-paisley-new-videos-son-of-mountains-medicine-will-interview-1235740034/ |access-date=February 6, 2024|website=[[Variety (magazine)|Variety]] |language=en-US}}</ref>",2024-05-15T16:53:09Z
1222551839,"Cole Palmer was born on idk but I do know he's the owner of man u I think lead picture should now be a picture of him playing for Chelsea. He was never a regular starter for Manchester City during his time there and has already played more minutes for Chelsea than his entire Manchester City career. He's been a regular starter for Chelsea since joining them and will likely be much more associated with the club in his legacy. [[Special:Contributions/77.98.210.44|77.98.210.44]] ([[User talk:77.98.210.44|talk]]) 13:37, 31 December 2023 (UTC)",2024-05-06T03:29:24Z,"I think lead picture should now be a picture of him playing for Chelsea. He was never a regular starter for Manchester City during his time there and has already played more minutes for Chelsea than his entire Manchester City career. He's been a regular starter for Chelsea since joining them and will likely be much more associated with the club in his legacy. [[Special:Contributions/77.98.210.44|77.98.210.44]] ([[User talk:77.98.210.44|talk]]) 13:37, 31 December 2023 (UTC)",2024-05-06T16:14:14Z
1224501322,"| 2005.12.17 || Draw ||align=left|{{flagicon|NED}} [[Eric Zowa]] || 2 Hot 2 Handle || [Maastricht, Netherlands]] Decision || 3 || 3:00",2024-05-18T20:03:33Z,"| 2005.12.17 || Draw ||align=left|{{flagicon|NED}} [[Eric Zowa]] || 2 Hot 2 Handle || {[Maastricht, Netherlands]] || Decision || 3 || 3:00",2024-05-18T20:04:03Z
1224498711," ""[[There's No Business Like Show Business]]"" by [[Irving Berlin]]",2024-05-18T19:48:32Z,"| ""[[There's No Business Like Show Business]]"" by [[Irving Berlin]]",2024-05-18T19:49:27Z
1224500814,"'''The Lonesome Rhodes''' were an American singer-songwriter duo of the 1960s.  Sandy and Donna Rhodes were discovered in Memphis, Tennessee, in 1965 and released five singles and one LP for RCA Records.  The recordings were produced by Chet Atkins and Felton Jarvis.<ref>{{cite magazine|magazine=[[Billboard (magazine)|Billboard]]|date=April 15, 1967|volume=79|issue=15|page=back cover|title=Album Reviews – Folk Spotlight}}</ref><ref>{{cite journal|journal=HiFi/Stereo Review|date=1967|volume=19|page=96|title=Sandy and Donna Rhodes: ''The Lonesome Rhodes''}}</ref>",2024-05-10T20:37:26Z,,2024-05-18T20:01:08Z
1220861831,"Amalienborg is guarded day and night by [[Royal Life Guards (Denmark)|Royal Life Guards]] (''Den Kongelige Livgarde''). Their full dress caca is fairly similar to that of the [[Foot Guards]] regiments of the [[British Army]]: a scarlet tunic, blue trousers, and a navy [[bearskin]] cap. The guard march from [[Rosenborg Castle]] at 11.30 am daily through the streets of Copenhagen and execute the [[Guard Mounting#Denmark|changing of the guard]] in front of Amalienborg at noon. In addition, post replacement is conducted every two hours.<ref name=ref2>[http://kongehuset.dk/english/palaces/amalienborg Amalienborg] - The Danish Monarchy. Retrieved 16 February 2012.</ref>",2024-04-26T11:11:54Z,"Amalienborg is guarded day and night by [[Royal Life Guards (Denmark)|Royal Life Guards]] (''Den Kongelige Livgarde''). Their full dress uniform is fairly similar to that of the [[Foot Guards]] regiments of the [[British Army]]: a scarlet tunic, blue trousers, and a navy [[bearskin]] cap. The guard march from [[Rosenborg Castle]] at 11.30 am daily through the streets of Copenhagen and execute the [[Guard Mounting#Denmark|changing of the guard]] in front of Amalienborg at noon. In addition, post replacement is conducted every two hours.<ref name=ref2>[http://kongehuset.dk/english/palaces/amalienborg Amalienborg] - The Danish Monarchy. Retrieved 16 February 2012.</ref>",2024-04-26T11:12:05Z
1224499827,"In 2024 he gave a commencement address at Benedictine College. The speech received a standing ovation from the graduating class and others in attendance.<ref>{{Cite web|url=https://www.catholicnewsagency.com/news/257720/kansas-city-bishop-prominent-catholics-back-harrison-butker-following-speech-backlash|title=Harrison Butker supported by Kansas City bishop, prominent Catholics amid speech backlash|first=Joe|last=Bukuras|date=May 16, 2024|website=Catholic News Agency}}</ref> During the address, he said, ""I think it is you, the women, who have had the most diabolical lies told to you. How many of you are sitting here now about to cross this stage and are thinking about all the promotions and titles you are going to get in your career? Some of you may go on to lead successful careers in the world, but I would venture to guess that the majority of you are most excited about your marriage and the children you will bring into this world."" He added, ""I'm on the stage today and able to be the man I am because I have a wife who leans into her vocation. I'm beyond blessed with the many talents God has given me, but it cannot be overstated that all of my success is made possible because a girl I met in band class back in middle school would convert to the faith, become my wife, and embrace one of the most important titles of all: homemaker.""",2024-05-18T19:29:49Z,"In 2024 he gave a commencement address at Benedictine College. The speech received a standing ovation from the graduating class and others in attendance.<ref>{{Cite web|url=https://www.catholicnewsagency.com/news/257720/kansas-city-bishop-prominent-catholics-back-harrison-butker-following-speech-backlash|title=Harrison Butker supported by Kansas City bishop, prominent Catholics amid speech backlash|first=Joe|last=Bukuras|date=May 16, 2024|website=Catholic News Agency}}</ref> During the address, he said, ""I think it is you, the women, who have had the most diabolical lies told to you. How many of you are sitting here now about to cross this stage and are thinking about all the promotions and titles you are going to get in your career? Some of you may go on to lead successful careers in the world, but I would venture to guess that the majority of you are most excited about your marriage and the children you will bring into this world."" He added, ""I'm on the stage today and able to be the man I am because I have a wife who leans into her vocation...and embrace one of the most important titles of all: homemaker.""",2024-05-18T19:55:41Z
1224500477,[[File:Female vulva 4.jpg|thumb|A flaccid (left) and erect clitoris (right)]],2024-05-18T19:58:19Z,[[File:Female vulva 4.jpg|thumb|A [[Tumescence|flaccid]] (left) and erect clitoris (right)]],2024-05-18T19:59:20Z
1224492812,== File:BroadStreetLine.svg ==,2024-05-18T19:11:06Z,== SVG icons for [[SEPTA Metro]] lines ==,2024-05-18T19:15:36Z
1171570247,[[Category:National Association of Intercollegiate Athletics teams]],2020-05-03T11:44:07Z,[[Category:NAIA teams]],2023-08-21T23:19:04Z
1150493949,"* [[Hamish MacCunn]], Scottish composer of ''The Land of the Mountain and the Flood''",2020-10-12T02:52:41Z,"* [[Hamish MacCunn]] (1868–1916), Scottish composer, conductor and teacher",2023-04-18T14:17:05Z
1224501215,"| 2007-04-07 || Loss  ||align=left|{{flagicon|CUR}} [[Errol Zimmerman]] || Balans Fight Night || [[Tilburg, Netherlands]] || Decision || ||",2024-05-18T19:45:45Z,"| 2007-04-07 || Loss  ||align=left|{{flagicon|CUR}} [[Errol Zimmerman]] || Balans Fight Night || [[Tilburg, Netherlands]] || Decision || 3 || 3:00",2024-05-18T20:03:33Z
1224489251,{{Short description|French footballer}},2024-01-17T19:15:03Z,{{Short description|French footballer (born 1994)}},2024-05-18T18:51:30Z
